Id,Age,Job,Sex,Marital,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CallStart,CallEnd,CarInsurance,IncomeGroup
1243,53,technician,Female,married,0,137,0,1,cellular,18,nov,1,176,1,12:27:59,12:28:51,0,1
1244,65,retired,Female,married,0,1624,0,0,cellular,27,oct,2,-1,0,13:58:17,14:01:26,0,1
1245,33,admin,Female,married,0,-370,1,0,cellular,7,may,1,345,1,16:10:45,16:15:06,1,1
1246,51,services,Female,divorced,0,9,0,0,telephone,18,jun,2,-1,0,9:55:16,10:01:27,1,3
1247,45,management,Female,single,0,4831,0,0,cellular,29,jan,11,-1,0,9:46:03,9:54:02,1,2
1248,34,services,Male,married,0,1337,0,0,cellular,12,aug,2,104,1,13:26:38,13:30:53,1,1
1249,41,admin,Female,single,0,982,0,0,cellular,23,jul,1,-1,0,13:28:53,13:30:38,0,1
1250,36,self-employed,Female,married,0,2012,0,0,cellular,10,feb,7,-1,0,15:40:34,15:43:42,0,3
1251,31,technician,Male,married,0,28,0,0,cellular,21,aug,2,-1,0,17:10:20,17:13:15,0,3
1252,30,management,Male,single,0,364,0,0,cellular,30,apr,2,-1,0,11:03:20,11:08:26,1,1
1253,28,blue-collar,Male,single,0,2340,1,0,telephone,19,jun,1,-1,0,9:19:29,9:26:08,0,3
1254,36,admin,Male,divorced,0,0,1,0,telephone,7,may,2,-1,0,15:47:48,15:50:01,0,3
1255,31,blue-collar,Female,married,0,3283,1,0,telephone,29,may,5,-1,0,10:20:48,10:22:28,0,2
1256,37,blue-collar,Male,married,0,408,1,0,telephone,9,feb,9,-1,0,10:25:29,10:25:57,0,2
1257,48,blue-collar,Female,single,0,580,1,0,telephone,12,jun,2,-1,0,10:11:12,10:14:17,0,3
1258,32,management,Male,single,0,2613,0,0,cellular,4,may,2,-1,0,11:18:54,11:27:34,0,3
1259,40,blue-collar,Female,divorced,0,-426,0,1,telephone,26,may,1,-1,0,15:54:38,15:58:43,0,3
1260,47,technician,Male,married,0,1115,1,0,telephone,23,jul,9,-1,0,17:06:21,17:06:39,0,1
1261,32,services,Female,married,0,4885,1,1,cellular,18,nov,2,-1,0,13:25:15,13:31:55,0,2
1262,57,unemployed,Female,married,0,0,1,0,cellular,20,nov,2,-1,0,17:26:42,17:30:33,0,2
1263,63,management,Male,married,0,5112,0,0,telephone,13,nov,2,95,3,12:35:46,13:12:10,1,1
1264,40,unemployed,Male,single,0,7968,0,0,cellular,3,sep,1,93,1,16:45:23,16:57:36,1,2
1265,37,blue-collar,Female,married,0,604,1,0,cellular,7,oct,1,495,1,15:55:09,16:01:20,1,2
1266,28,technician,Female,single,0,4987,0,0,cellular,9,feb,21,-1,0,9:45:52,9:50:05,1,1
1267,42,blue-collar,Male,married,0,1978,1,0,cellular,20,apr,4,-1,0,9:18:44,9:19:52,0,1
1268,61,retired,Female,married,0,3114,0,0,cellular,13,nov,1,-1,0,16:30:49,16:37:10,1,1
1269,40,entrepreneur,Female,single,0,5,0,1,cellular,15,jul,3,-1,0,16:24:24,16:26:21,0,1
1270,28,blue-collar,Male,married,0,948,1,0,telephone,9,may,1,-1,0,10:40:08,10:47:43,0,1
1271,49,management,Male,married,0,2139,0,0,cellular,5,aug,1,-1,0,11:48:57,11:53:35,0,1
1272,53,services,Female,divorced,0,-291,1,1,telephone,7,may,1,-1,0,15:44:05,15:53:56,1,1
1273,33,services,Female,married,0,114,0,1,telephone,3,jul,1,-1,0,14:49:03,15:00:19,1,3
1274,33,management,Female,married,0,4570,0,0,cellular,22,aug,2,-1,0,10:48:10,11:09:08,1,1
1275,57,housemaid,Female,married,0,625,0,1,telephone,11,jun,1,-1,0,16:34:59,16:49:26,1,3
1276,34,blue-collar,Female,married,0,559,1,0,telephone,18,nov,1,193,1,11:44:31,11:45:18,0,2
1277,42,management,Female,married,0,294,0,0,cellular,26,aug,1,-1,0,11:18:45,11:27:18,1,2
1278,59,management,Male,married,0,474,0,0,cellular,21,aug,1,-1,0,14:10:14,14:14:26,1,1
1279,32,management,Male,single,0,1047,1,0,cellular,13,aug,6,-1,0,17:36:39,17:40:02,0,1
1280,46,blue-collar,Female,married,0,668,1,0,telephone,15,may,2,-1,0,13:07:45,13:28:48,1,3
1281,28,self-employed,Male,married,0,0,1,0,cellular,4,feb,3,196,4,12:54:06,13:03:12,1,3
1282,63,management,Male,married,0,2352,0,0,telephone,4,may,7,-1,0,10:35:43,10:43:38,1,3
1283,48,services,Male,married,0,1199,1,0,telephone,13,may,1,-1,0,16:07:23,16:08:39,0,2
1284,46,unemployed,Female,single,0,44,0,0,cellular,14,aug,1,-1,0,13:05:05,13:08:50,1,1
1285,52,management,Female,married,0,583,0,0,cellular,17,nov,1,91,2,9:28:11,9:31:40,1,2
1286,23,services,Female,single,0,31,0,0,cellular,1,jun,1,-1,0,15:13:43,15:16:55,1,3
1287,52,management,Male,married,0,3163,0,0,cellular,25,aug,6,-1,0,10:43:29,10:44:25,0,1
1288,43,services,Male,married,0,642,0,0,cellular,31,jul,2,-1,0,16:09:45,16:20:29,0,1
1289,30,blue-collar,Male,married,0,309,1,0,telephone,7,may,2,-1,0,13:10:45,13:36:59,1,3
1290,40,management,Female,married,0,-117,1,0,cellular,17,jul,2,-1,0,17:45:28,17:58:18,0,3
1291,36,technician,Male,single,0,98,0,0,cellular,30,jan,1,-1,0,16:27:10,16:40:01,1,2
1292,44,management,Female,married,0,677,1,0,telephone,12,jun,2,-1,0,16:38:46,16:40:56,0,1
1293,37,admin,Male,married,0,11303,0,0,cellular,26,may,2,-1,0,13:53:08,14:01:28,0,2
1294,21,student,Male,single,0,1596,0,0,cellular,26,aug,1,93,2,10:10:32,10:12:27,0,3
1295,44,technician,Male,married,0,13761,1,0,telephone,29,may,1,-1,0,9:42:39,9:43:44,0,3
1296,31,management,Male,single,0,1088,1,0,cellular,8,apr,2,-1,0,15:08:17,15:17:52,1,2
1297,49,technician,Female,married,0,2611,0,0,cellular,20,apr,2,-1,0,15:25:39,15:28:53,1,3
1298,30,services,Female,single,0,631,1,0,cellular,18,may,1,-1,0,14:35:24,14:37:02,0,1
1299,44,blue-collar,Male,married,0,503,1,0,telephone,7,may,2,-1,0,14:20:52,14:31:21,0,2
1300,34,admin,Female,married,0,21,0,0,cellular,17,apr,1,346,3,14:55:39,15:01:11,0,2
1301,71,retired,Female,married,0,2850,0,0,cellular,17,feb,1,-1,0,16:38:30,16:41:35,1,3
1302,37,technician,Male,single,0,5436,1,0,cellular,6,may,11,351,1,16:00:36,16:00:43,0,1
1303,44,management,Male,married,0,282,0,0,cellular,9,mar,2,154,3,13:04:17,13:15:57,1,3
1304,28,admin,Male,married,0,330,0,0,cellular,2,dec,1,188,3,16:31:24,16:37:21,1,3
1305,28,management,Female,single,0,-227,1,0,telephone,4,jun,2,-1,0,17:52:29,17:57:27,0,3
1306,40,admin,Female,married,0,1538,1,0,telephone,30,may,2,-1,0,15:45:50,15:52:20,0,1
1307,33,management,Female,married,0,2098,0,0,cellular,20,nov,1,-1,0,10:12:02,10:13:09,0,2
1308,46,retired,Male,married,0,119,0,1,cellular,30,jul,2,-1,0,15:44:28,15:45:53,0,2
1309,42,management,Female,single,0,3445,0,0,cellular,19,nov,3,-1,0,15:33:38,16:01:20,0,3
1310,55,technician,Female,married,0,55,0,1,cellular,28,aug,17,-1,0,10:22:11,10:22:30,0,3
1311,36,self-employed,Female,single,0,-103,1,1,telephone,17,oct,1,-1,0,17:31:18,18:25:31,1,2
1312,28,services,Female,single,0,441,0,0,cellular,8,nov,1,-1,0,9:05:04,9:06:50,0,2
1313,33,technician,Male,married,0,620,0,0,cellular,14,aug,2,-1,0,11:54:38,11:56:24,0,2
1314,35,management,Male,divorced,0,2885,0,0,cellular,13,aug,3,43,8,16:05:50,16:09:09,1,2
1315,47,blue-collar,Female,married,0,-216,1,0,cellular,6,may,1,282,3,15:39:55,15:43:12,0,1
1316,34,management,Female,married,0,0,1,0,cellular,7,aug,1,99,2,15:57:37,16:01:59,1,2
1317,39,management,Male,single,0,1457,1,0,cellular,20,apr,1,-1,0,14:44:50,14:52:00,0,2
1318,53,blue-collar,Female,married,0,5603,0,0,cellular,28,aug,6,-1,0,12:06:12,12:45:44,1,3
1319,27,services,Female,single,0,44,0,0,telephone,7,sep,1,-1,0,12:07:54,12:08:05,0,1
1320,36,technician,Male,married,0,632,1,0,cellular,19,aug,2,-1,0,13:11:26,13:16:32,0,1
1321,51,self-employed,Male,married,0,150,0,0,telephone,9,jun,1,-1,0,17:34:00,17:36:26,0,1
1322,30,management,Male,single,0,0,0,0,cellular,11,aug,5,-1,0,11:12:38,11:14:19,0,1
1323,33,management,Female,single,0,3770,0,0,cellular,28,jan,2,-1,0,12:31:36,12:44:13,0,1
1324,33,self-employed,Female,single,0,61,0,0,cellular,19,aug,3,-1,0,15:10:19,15:24:15,1,2
1325,33,self-employed,Female,single,0,658,1,0,cellular,21,oct,1,208,1,10:53:46,10:58:53,1,3
1326,30,student,Male,single,0,61,0,1,cellular,5,feb,5,8,2,10:10:48,10:13:01,0,2
1327,29,blue-collar,Male,married,0,87,1,0,telephone,6,jun,3,-1,0,9:15:10,9:37:20,0,1
1328,37,services,Male,married,0,1776,1,1,cellular,17,apr,1,-1,0,12:01:15,12:04:59,0,2
1329,49,admin,Male,divorced,0,333,1,0,telephone,27,may,3,-1,0,16:22:45,16:23:21,0,3
1330,28,management,Male,single,0,866,0,0,cellular,23,mar,2,-1,0,13:34:31,13:37:42,1,2
1331,56,management,Male,married,0,616,0,0,cellular,13,aug,2,105,2,9:57:51,10:02:44,1,2
1332,53,housemaid,Female,married,0,1869,0,0,cellular,11,aug,4,-1,0,15:37:58,15:39:40,0,2
1333,36,technician,Male,married,0,301,1,0,telephone,7,may,2,-1,0,15:27:56,15:54:17,0,2
1334,43,technician,Female,married,0,308,1,0,cellular,3,feb,3,264,4,14:39:03,14:41:20,0,3
1335,60,admin,Female,divorced,0,-41,1,1,cellular,6,feb,1,262,1,14:59:37,15:27:15,1,2
1336,34,technician,Female,married,0,159,1,0,cellular,18,oct,1,-1,0,16:01:05,16:05:17,1,2
1337,40,self-employed,Female,single,0,1616,0,0,telephone,28,jul,7,-1,0,9:03:54,9:20:43,1,3
1338,59,retired,Female,married,0,6,0,0,cellular,7,aug,3,-1,0,17:44:27,17:51:55,0,2
1339,34,technician,Female,single,0,1866,0,0,cellular,8,may,3,185,1,13:57:38,13:59:52,0,1
1340,34,blue-collar,Female,married,0,2490,1,0,cellular,19,nov,2,180,1,11:28:19,11:31:24,0,1
1341,48,management,Female,married,1,0,1,0,cellular,31,jul,4,-1,0,13:47:46,13:52:27,0,1
1342,29,technician,Male,married,0,273,0,0,cellular,4,feb,2,-1,0,12:29:02,13:15:17,1,1
1343,43,entrepreneur,Male,married,0,11532,1,0,telephone,25,jul,1,-1,0,16:01:57,16:02:55,0,1
1344,33,services,Female,married,0,207,1,0,cellular,14,may,4,-1,0,10:56:36,11:07:05,1,1
1345,29,services,Male,single,0,32,1,0,telephone,4,jun,1,-1,0,10:38:13,10:47:36,1,3
1346,33,management,Male,married,1,-148,1,1,cellular,19,nov,2,-1,0,10:46:09,10:51:49,0,3
1347,77,retired,Female,married,0,4112,0,0,telephone,26,jan,1,95,2,17:04:16,17:31:12,1,1
1348,40,blue-collar,Female,married,0,1758,1,0,telephone,16,may,3,-1,0,17:59:47,18:20:17,1,1
1349,72,retired,Male,married,0,0,0,0,cellular,13,feb,1,-1,0,16:39:50,16:41:29,1,3
1350,29,blue-collar,Male,single,0,455,0,0,telephone,27,may,2,36,1,13:06:42,13:10:16,1,1
1351,52,admin,Male,married,0,-732,1,1,telephone,28,may,2,-1,0,17:54:58,17:55:59,0,3
1352,40,technician,Female,married,0,2266,0,0,cellular,16,oct,1,147,5,9:23:21,9:30:48,1,3
1353,31,services,Male,single,0,1510,1,0,cellular,13,may,4,176,1,17:21:19,17:22:31,0,1
1354,43,technician,Male,married,0,2643,0,0,telephone,4,may,5,-1,0,12:08:39,12:14:10,1,2
1355,70,retired,Female,married,0,2795,0,0,cellular,8,jan,2,-1,0,10:48:22,10:53:23,1,3
1356,26,admin,Female,single,0,313,0,1,cellular,26,feb,2,-1,0,15:22:15,15:25:45,1,2
1357,30,blue-collar,Female,married,0,124,1,0,telephone,28,aug,1,775,2,13:45:44,13:45:49,0,1
1358,32,technician,Male,married,0,2976,1,0,cellular,5,feb,1,175,5,13:08:34,13:21:37,1,1
1359,45,admin,Female,married,0,5511,0,0,cellular,2,jul,1,-1,0,11:37:55,11:42:27,1,1
1360,43,technician,Male,divorced,0,4389,0,0,cellular,8,apr,1,-1,0,17:34:02,17:44:20,1,3
1361,61,management,Male,married,0,267,0,0,cellular,21,oct,3,184,1,9:38:35,9:41:47,1,3
1362,41,blue-collar,Female,single,1,1085,1,1,cellular,7,jul,1,-1,0,12:57:22,13:07:21,1,1
1363,56,blue-collar,Female,single,0,663,0,1,cellular,8,jul,3,-1,0,9:17:08,9:30:47,1,2
1364,43,technician,Male,divorced,0,1612,0,0,cellular,25,may,2,353,1,17:39:35,17:43:57,1,2
1365,31,technician,Male,single,0,388,0,0,cellular,21,aug,2,-1,0,13:26:43,13:28:38,0,2
1366,29,technician,Female,married,0,2326,0,0,cellular,6,mar,1,-1,0,16:44:19,16:47:34,1,2
1367,28,management,Female,single,0,390,0,0,cellular,29,sep,1,232,4,10:04:09,10:18:14,1,3
1368,59,retired,Female,divorced,0,23,0,0,cellular,7,jul,1,-1,0,15:16:23,15:17:29,0,1
1369,32,services,Female,single,0,2881,0,0,cellular,2,jul,1,-1,0,14:40:20,14:46:16,1,3
1370,19,student,Male,single,0,329,0,0,cellular,22,oct,2,-1,0,14:10:47,14:14:59,1,3
1371,34,management,Female,single,0,395,1,0,cellular,16,apr,2,-1,0,16:06:57,16:12:13,0,2
1372,63,retired,Female,married,0,474,0,0,cellular,25,jan,1,-1,0,15:03:15,15:10:18,1,3
1373,37,admin,Male,divorced,0,-165,1,0,telephone,3,jun,2,-1,0,17:01:38,17:02:26,0,1
1374,30,technician,Female,single,0,1499,0,0,cellular,26,aug,21,-1,0,16:58:08,16:59:14,0,1
1375,56,blue-collar,Female,married,0,2750,0,0,cellular,11,aug,2,-1,0,12:35:33,12:37:28,0,2
1376,31,management,Female,married,0,827,0,0,telephone,20,may,1,-1,0,15:16:52,15:17:30,0,2
1377,21,blue-collar,Female,single,1,-59,1,1,telephone,4,jun,1,-1,0,16:47:35,16:48:58,0,2
1378,46,management,Female,divorced,0,624,0,0,cellular,18,mar,1,276,1,10:29:41,10:36:41,1,3
1379,37,services,Female,married,0,2128,0,0,telephone,18,jun,1,-1,0,16:50:42,16:52:27,0,1
1380,60,retired,Female,married,0,938,0,0,cellular,13,jan,3,-1,0,11:27:29,11:33:49,1,3
1381,49,technician,Male,divorced,0,57,0,0,cellular,21,aug,3,-1,0,14:49:06,14:55:42,0,1
1382,68,retired,Female,married,0,1443,0,0,telephone,21,dec,2,257,1,12:50:31,13:24:53,1,2
1383,39,management,Female,married,0,2763,1,0,telephone,2,jun,2,-1,0,11:38:28,11:47:14,1,3
1384,36,admin,Female,married,0,39,1,0,cellular,7,apr,2,-1,0,15:34:35,15:37:49,0,2
1385,31,blue-collar,Female,married,0,152,1,1,cellular,8,jul,1,-1,0,16:28:02,16:41:53,1,2
1386,58,housemaid,Male,married,0,2387,0,0,telephone,18,jun,2,-1,0,12:47:39,12:48:34,0,1
1387,39,admin,Male,divorced,0,458,0,0,cellular,21,nov,2,-1,0,9:16:48,9:29:12,0,1
1388,36,technician,Female,married,0,4596,1,0,cellular,16,apr,2,-1,0,12:41:40,12:56:41,1,3
1389,39,self-employed,Female,married,0,656,0,0,cellular,29,jan,3,-1,0,17:11:14,17:16:23,0,1
1390,52,blue-collar,Male,married,0,9444,0,0,cellular,7,jul,3,-1,0,10:53:19,10:57:50,0,3
1391,57,entrepreneur,Male,married,0,975,1,1,cellular,22,jul,4,-1,0,17:02:32,17:06:28,0,2
1392,41,admin,Male,single,0,812,0,1,telephone,11,jun,4,-1,0,12:58:23,13:08:06,1,1
1393,42,management,Male,divorced,0,1775,1,0,telephone,5,feb,5,-1,0,13:05:21,13:09:57,0,2
1394,24,student,Male,single,0,382,0,0,cellular,30,apr,2,-1,0,9:08:13,9:17:40,1,1
1395,33,management,Female,divorced,0,2695,1,0,cellular,12,aug,3,-1,0,14:24:03,14:35:54,0,3
1396,31,technician,Female,married,0,6562,1,0,cellular,19,aug,2,-1,0,14:42:12,14:44:10,0,3
1397,46,management,Male,married,0,2199,0,0,telephone,27,may,1,-1,0,9:21:44,9:24:10,0,2
1398,44,technician,Female,married,0,78,1,0,cellular,7,may,1,357,1,14:42:06,14:44:08,0,3
1399,31,services,Male,single,0,-205,0,0,cellular,1,sep,1,579,1,11:13:26,11:21:27,1,2
1400,43,technician,Male,divorced,0,773,1,0,cellular,17,apr,2,-1,0,17:20:14,17:26:52,0,3
1401,45,management,Male,married,0,1866,0,0,telephone,11,jun,7,-1,0,11:54:59,11:56:55,0,3
1402,77,retired,Female,married,0,1385,0,0,telephone,8,sep,4,-1,0,15:39:24,15:42:04,0,1
1403,51,blue-collar,Male,married,0,814,1,0,cellular,14,may,8,-1,0,17:43:16,17:43:33,0,1
1404,34,management,Male,single,0,1534,1,0,cellular,16,apr,1,147,7,17:09:05,17:11:41,0,1
1405,60,management,Male,divorced,0,0,1,0,telephone,13,may,4,350,6,9:36:06,9:37:11,0,3
1406,29,admin,Female,single,0,345,0,0,cellular,11,mar,3,-1,0,10:21:55,10:22:55,0,1
1407,47,blue-collar,Female,married,0,1707,0,0,cellular,27,aug,7,-1,0,10:29:13,10:30:24,0,2
1408,56,technician,Male,married,0,314,1,1,telephone,5,jun,1,-1,0,12:49:45,12:51:00,0,1
1409,59,technician,Female,married,0,-91,0,0,telephone,25,jun,1,-1,0,14:26:19,14:28:56,0,1
1410,87,retired,Male,divorced,0,6746,0,0,telephone,21,oct,1,-1,0,13:48:24,14:00:53,1,2
1411,35,management,Male,married,0,0,1,1,cellular,9,apr,3,-1,0,14:23:28,14:27:48,0,3
1412,47,blue-collar,Female,married,0,4227,1,0,cellular,13,may,1,-1,0,10:37:06,10:48:05,1,2
1413,31,student,Male,single,0,376,0,0,cellular,16,nov,1,96,2,12:43:43,12:47:05,0,2
1414,47,services,Female,married,0,6,0,0,cellular,27,aug,4,-1,0,9:56:04,9:57:07,0,3
1415,53,self-employed,Female,married,0,235,0,0,telephone,18,jun,3,-1,0,13:39:52,13:41:44,0,2
1416,49,blue-collar,Female,married,0,327,1,0,telephone,16,may,2,-1,0,12:33:56,12:36:14,0,3
1417,36,management,Male,married,0,521,0,1,cellular,18,nov,2,152,1,16:02:00,16:04:15,0,2
1418,31,admin,Male,married,0,1229,0,0,cellular,12,apr,1,-1,0,13:44:49,13:47:45,1,2
1419,38,technician,Female,married,0,0,1,1,cellular,15,jul,4,-1,0,12:22:54,12:25:20,0,3
1420,28,services,Male,single,0,1347,0,0,telephone,11,oct,2,108,14,17:57:57,18:03:14,0,2
1421,41,management,Female,married,0,-412,1,0,cellular,29,jan,1,195,5,16:44:33,16:45:58,0,3
1422,25,technician,Male,single,0,3630,0,0,telephone,9,jun,7,-1,0,10:44:26,10:48:07,1,1
1423,35,admin,Female,divorced,0,437,1,0,telephone,4,jun,1,-1,0,16:02:24,16:17:32,1,1
1424,29,management,Male,married,0,198,1,0,cellular,3,aug,1,-1,0,17:02:26,17:22:05,0,3
1425,41,admin,Male,married,0,-18,1,1,telephone,2,jun,6,-1,0,17:38:06,17:39:29,0,1
1426,19,student,Female,single,0,245,0,0,telephone,10,nov,2,110,2,14:43:29,14:45:07,0,1
1427,41,entrepreneur,Male,married,0,0,0,0,cellular,3,jul,2,389,1,12:33:32,12:40:50,1,2
1428,47,blue-collar,Female,married,0,159,1,0,telephone,13,may,2,-1,0,17:06:10,17:19:01,0,3
1429,42,management,Male,married,0,6060,1,0,cellular,30,apr,1,350,2,10:20:09,10:25:25,1,2
1430,55,management,Male,single,0,430,0,0,cellular,29,aug,4,-1,0,13:10:35,13:11:54,0,3
1431,49,services,Female,married,0,1990,1,0,cellular,19,nov,4,-1,0,14:19:02,14:19:46,0,1
1432,37,management,Male,divorced,0,1775,0,0,cellular,15,jul,5,-1,0,10:18:05,10:26:39,1,1
1433,30,student,Female,single,0,7513,0,0,cellular,11,aug,2,-1,0,16:23:41,16:28:10,0,2
1434,31,management,Female,married,0,140,0,0,cellular,6,feb,8,212,4,17:50:14,17:50:23,0,1
1435,34,blue-collar,Male,single,1,-369,1,0,telephone,23,may,2,-1,0,17:15:18,17:21:11,0,2
1436,45,technician,Male,married,0,2403,0,0,cellular,21,nov,1,-1,0,16:10:30,16:13:57,0,2
1437,54,retired,Male,divorced,0,0,0,0,telephone,13,may,1,-1,0,17:46:11,17:56:29,1,3
1438,50,blue-collar,Female,married,0,1400,1,0,cellular,11,may,1,-1,0,11:07:55,11:11:04,0,3
1440,70,retired,Female,married,0,616,0,0,cellular,27,oct,1,-1,0,13:25:09,13:26:38,0,3
1441,35,admin,Female,married,0,690,0,0,cellular,16,oct,1,-1,0,12:07:34,12:09:22,0,1
1442,58,entrepreneur,Female,married,0,496,0,0,cellular,22,apr,1,-1,0,14:46:12,14:48:24,1,2
1443,58,retired,Female,divorced,0,1080,1,0,cellular,29,jul,2,-1,0,17:09:05,17:26:43,1,1
1444,50,technician,Male,married,0,1234,1,0,telephone,5,may,2,-1,0,14:27:32,14:30:57,0,2
1445,29,blue-collar,Female,single,0,1472,0,0,cellular,18,may,2,-1,0,10:28:49,10:32:55,0,1
1446,30,management,Male,married,0,1882,1,0,cellular,11,aug,5,-1,0,13:17:26,13:21:35,0,3
1447,44,admin,Male,single,0,733,1,0,cellular,4,dec,2,105,5,12:14:14,12:20:14,1,2
1448,45,management,Female,married,0,876,0,0,telephone,16,may,1,-1,0,10:28:32,10:31:30,0,2
1449,53,blue-collar,Female,single,0,354,1,0,cellular,29,jan,1,226,2,9:59:55,10:02:08,0,1
1450,31,management,Male,single,0,999,1,0,cellular,13,apr,5,-1,0,17:51:40,17:54:47,0,3
1451,30,blue-collar,Male,married,0,1,0,1,cellular,9,jul,1,-1,0,10:51:56,10:57:43,0,3
1452,28,management,Female,single,0,0,0,0,telephone,27,may,2,-1,0,14:12:13,14:15:31,0,1
1453,50,technician,Male,married,0,0,0,0,cellular,7,jul,2,-1,0,11:07:25,11:09:57,0,2
1454,29,management,Male,single,0,428,0,0,cellular,22,may,2,-1,0,15:24:48,15:29:41,1,3
1455,34,management,Male,single,0,699,0,0,cellular,26,may,1,-1,0,10:49:17,10:50:23,0,3
1456,44,management,Female,married,0,1138,0,0,cellular,27,aug,3,-1,0,16:43:31,16:52:14,1,1
1457,31,management,Female,single,0,0,0,0,cellular,19,aug,4,-1,0,15:24:25,15:27:00,0,3
1458,50,technician,Male,divorced,0,636,1,0,cellular,6,may,2,254,23,10:25:04,10:27:11,0,3
1459,43,services,Male,married,0,-236,1,0,cellular,28,jul,7,-1,0,9:09:14,9:21:39,1,1
1460,80,retired,Female,married,0,997,0,0,cellular,28,jan,1,91,3,11:01:34,11:04:05,1,1
1461,75,retired,Female,married,0,2991,0,0,cellular,22,apr,1,-1,0,13:28:02,13:32:02,1,2
1462,42,management,Female,married,0,5310,1,0,cellular,25,nov,2,97,4,11:52:51,12:08:59,1,2
1463,35,services,Female,single,0,0,0,0,cellular,3,jul,1,-1,0,17:20:34,17:32:18,1,3
1464,31,technician,Male,single,0,205,1,0,telephone,3,jun,2,-1,0,9:02:17,9:07:59,0,1
1465,52,management,Male,divorced,0,2104,0,0,cellular,3,jun,2,-1,0,9:46:54,9:50:24,1,3
1466,55,blue-collar,Male,married,0,842,0,0,telephone,31,jul,2,-1,0,14:51:07,14:53:31,0,1
1467,75,retired,Male,married,0,1413,0,0,cellular,1,sep,2,188,2,15:07:13,15:16:05,1,2
1468,52,technician,Male,single,0,36,1,0,telephone,16,may,1,-1,0,14:44:16,14:49:51,0,1
1469,43,management,Male,married,0,79,0,0,cellular,26,may,1,-1,0,10:05:50,10:16:30,1,1
1470,51,blue-collar,Female,married,0,500,0,0,cellular,14,may,1,-1,0,17:51:50,17:59:41,0,2
1471,27,blue-collar,Female,single,0,100,1,0,cellular,11,may,4,367,1,12:28:03,12:31:00,0,2
1472,47,blue-collar,Male,married,0,673,1,1,telephone,6,jun,4,-1,0,12:33:03,12:35:01,0,3
1473,36,admin,Female,married,0,96,0,0,cellular,30,apr,1,87,1,14:04:53,14:08:21,1,3
1474,33,entrepreneur,Male,single,0,278,0,0,cellular,1,feb,5,-1,0,15:54:56,16:04:19,1,1
1475,29,self-employed,Male,married,0,425,1,0,telephone,5,jun,15,-1,0,16:30:53,16:40:15,1,1
1476,43,blue-collar,Male,single,0,318,1,0,telephone,5,jun,2,-1,0,12:43:50,12:56:06,1,3
1477,53,admin,Male,married,0,1796,0,0,telephone,16,mar,1,91,2,14:20:22,14:25:17,1,3
1478,38,admin,Female,married,0,532,1,0,cellular,23,jul,1,-1,0,12:18:57,12:20:32,0,1
1479,31,self-employed,Male,single,0,17924,1,0,cellular,21,nov,3,-1,0,11:08:49,11:18:57,0,1
1480,47,technician,Male,married,0,145,1,0,telephone,7,may,6,-1,0,16:03:42,16:06:19,0,1
1481,44,admin,Male,married,0,1074,1,0,cellular,11,jul,2,-1,0,15:58:12,16:13:23,1,2
1482,37,services,Female,married,0,780,1,0,telephone,4,jun,5,-1,0,12:28:27,12:30:32,0,3
1483,44,blue-collar,Male,married,0,189,1,0,telephone,26,may,3,-1,0,9:29:21,9:32:16,0,3
1484,31,management,Female,single,0,816,1,0,cellular,16,apr,1,-1,0,14:33:54,14:39:33,0,2
1485,32,technician,Male,single,0,930,1,0,telephone,21,may,1,-1,0,15:55:28,15:57:30,0,2
1486,42,management,Female,single,0,0,1,1,telephone,5,may,2,-1,0,10:14:04,10:23:26,1,1
1487,29,services,Male,married,0,30,1,0,cellular,23,jul,3,-1,0,10:28:24,10:29:38,0,3
1488,59,management,Female,married,0,252,1,1,telephone,26,may,2,-1,0,11:24:53,11:26:36,0,2
1489,35,technician,Female,single,0,204,1,0,cellular,30,nov,3,189,1,10:06:47,10:08:37,0,3
1490,39,technician,Male,single,0,54,1,0,cellular,29,jul,12,-1,0,13:35:47,13:37:26,0,1
1491,41,self-employed,Female,married,0,0,1,0,telephone,29,apr,3,426,1,13:53:13,13:59:48,1,2
1492,83,retired,Male,divorced,0,46,0,0,cellular,25,mar,1,-1,0,14:27:05,14:29:00,1,3
1493,33,admin,Female,married,0,1499,1,0,telephone,21,may,2,-1,0,9:11:08,9:13:32,0,1
1494,36,admin,Female,single,0,1414,1,0,cellular,16,apr,1,-1,0,11:47:33,11:51:37,0,1
1495,35,blue-collar,Male,married,0,414,0,0,telephone,13,may,4,-1,0,11:11:09,11:19:33,1,1
